bing	52	bing	2.808057986015302
bing	344	live search	1.569508908418583
bing	354	msn search	1.173268283238294
bing	357	main page	0.8561825809136705
bing	373	microsoft	0.5976367249908838
bing	247	google	0.37149517798809795
bing	219	facebook	0.34194884728437236
bing	492	robots.txt	-0.22662260060158457
bing	648	world wide web	-0.395582176055735
bing	45	baidu	-0.47022108048593214
bing	257	html	-0.4943186963905788
bing	250	google search	-0.5020920248225003
bing	535	software	-0.5864992729821545
bing	194	duckduckgo	-0.6008731916561232
bing	506	sql	-0.6100409507757854
bing	224	file transfer protocol	-0.6153685773371387
bing	135	dna	-0.6697165124066586
bing	647	wolfram alpha	-0.6824608904439151
bing	650	xml	-0.699627324156531
bing	518	search engine marketing	-0.7135050876622047
bing	98	comparison of web search engines	-0.7227470056430021
bing	204	europe	-0.7489526842499354
bing	268	ibm	-0.7520754202957347
bing	654	yahoo! search	-0.7647049670782697
bing	653	yahoo!	-0.8006850102370966
bing	152	data mining	-0.848971319405728
bing	133	customer relationship management	-0.9260111531556583
bing	433	pagerank	-0.9285600949321302
bing	35	ask.com	-0.9427857271705469
bing	637	web search engine	-0.9434949879605266
bing	379	montreal	-0.9606411191760151
bing	192	dracula	-0.986725284129699
bing	343	list of search engines	-1.003409832773575
bing	423	oracle	-1.0116092025174277
bing	584	tim berners-lee	-1.0247260574909614
bing	21	altavista	-1.0344290501908773
bing	249	google drive	-1.0488950623438797
bing	519	search engine optimization	-1.061557025776336
bing	73	cancer	-1.0945145752902292
bing	68	cern	-1.098590028372504
bing	655	yandex	-1.098590028372504
bing	439	perl	-1.1027120590696464
bing	485	representational state transfer	-1.1240599318773075
bing	137	data	-1.1375027459875529
bing	173	digital object identifier	-1.1811271787955868
bing	361	massachusetts institute of technology	-1.1915822227192436
bing	381	msnbot	-1.2087861927974535
bing	162	database	-1.2427871706913682
bing	63	business intelligence	-1.2681080046506636
bing	4	aol	-1.2747260574909614
bing	61	bram stoker	-1.2814678193910287
bing	326	keyword (internet search)	-1.311557025776336
bing	447	powerset (company)	-1.3116512217233995
bing	437	pattern	-1.3172073078515394
bing	622	webcrawler	-1.3553322390210427
bing	304	international standard book number	-1.3740599318773077
bing	396	national security agency	-1.3920973783162665
bing	269	ieee	-1.4209666826712506
bing	631	web mining	-1.439826152075859
bing	402	netscape	-1.4415822227192436
bing	419	open directory project	-1.4523494031922153
bing	656	yebol	-1.4950372091160813
bing	454	privacy	-1.4989526842499354
bing	99	compiler	-1.5116092025174277
bing	370	metadata	-1.5524838855881475
bing	351	mit	-1.5825574440175754
bing	462	pubmed identifier	-1.5825574440175754
bing	466	quaero	-1.6251776443972092
bing	277	info.com	-1.6320629832213522
bing	161	data warehouse	-1.6514660546709323
bing	266	human rights	-1.6514660546709323
bing	608	vannevar bush	-1.6514660546709323
bing	336	leapfish	-1.670232058736632
bing	234	gartner	-1.6709666826712506
bing	261	herman hollerith	-1.6709666826712506
bing	401	naver	-1.6713676786230174
bing	495	routing	-1.7134479330318286
bing	520	search engine results pages	-1.7291478462559384
bing	82	chess	-1.736725284129699
bing	337	learning to rank	-1.7499193370924906
bing	72	cambridge university press	-1.8172073078515396
bing	74	carnegie mellon university	-1.8172073078515396
bing	639	webserver	-1.8172073078515396
bing	151	data mart	-1.848590028372504
bing	317	joseph marie jacquard	-1.848590028372504
bing	348	lycos	-1.848590028372504
bing	605	usability	-1.848590028372504
bing	244	go.com	-1.8682932269061001
bing	163	database management system	-1.882965909309988
bing	293	information technology	-1.882965909309988
bing	638	web search query	-1.909507435863015
bing	273	imperial college london	-1.9209666826712506
bing	364	mcgill university	-1.9209666826712506
bing	508	scalability	-1.9209666826712506
bing	538	software engineering	-1.9209666826712506
bing	245	goby inc.	-1.941313997849511
bing	75	carrot2	-1.9595694283094915
bing	525	semantic search	-1.9626663508553839
bing	28	archie comics	-1.9634479330318286
bing	215	extract, transform, load	-1.9634479330318286
bing	254	grid computing	-1.9634479330318286
bing	368	memory	-1.9634479330318286
bing	625	web crawler	-1.9784411432351403
bing	131	cultural studies	-2.0116092025174277
bing	267	hypertext	-2.0116092025174277
bing	288	information retrieval	-2.0116092025174277
bing	395	national institute of standards and technology	-2.0116092025174277
bing	567	surveillance	-2.0116092025174277
bing	493	robots exclusion standard	-2.0525677876458603
bing	12	advertising	-2.0672073078515396
bing	130	cuil	-2.0672073078515396
bing	374	microsoft analysis services	-2.0672073078515396
bing	403	network topology	-2.0672073078515396
bing	469	query string	-2.0672073078515396
bing	636	web scraping	-2.0672073078515396
bing	187	dogpile	-2.085173109844005
bing	427	organic search	-2.114417146947816
bing	19	alltheweb	-2.132965909309988
bing	59	boolean algebra	-2.132965909309988
bing	209	excite	-2.132965909309988
bing	353	molap	-2.132965909309988
bing	472	rolap	-2.132965909309988
bing	500	sas institute	-2.132965909309988
bing	559	statistics	-2.132965909309988
bing	658	z39.50	-2.132965909309988
bing	36	association for computing machinery	-2.2134479330318286
bing	167	decision support system	-2.2134479330318286
bing	203	eugene garfield	-2.2134479330318286
bing	315	john nunn	-2.2134479330318286
bing	367	medicine	-2.2134479330318286
bing	400	nature (journal)	-2.2134479330318286
bing	410	oclc	-2.2134479330318286
bing	421	operating system	-2.2134479330318286
bing	436	parsing	-2.2134479330318286
bing	471	quora	-2.2134479330318286
bing	476	rapidminer	-2.2134479330318286
bing	479	receiver operating characteristic	-2.2134479330318286
bing	507	statistica	-2.2134479330318286
bing	624	web cache	-2.2134479330318286
bing	619	volunia	-2.281485246220843
bing	355	machine learning	-2.295331591100564
bing	1	a9.com	-2.3172073078515396
bing	34	as we may think	-2.3172073078515396
bing	62	british petroleum	-2.3172073078515396
bing	65	buzzword	-2.3172073078515396
bing	87	cloud storage	-2.3172073078515396
bing	110	computer architecture	-2.3172073078515396
bing	116	computer science	-2.3172073078515396
bing	238	genetics	-2.3172073078515396
bing	313	java (programming language)	-2.3172073078515396
bing	363	mathematics	-2.3172073078515396
bing	394	national center for supercomputing applications	-2.3172073078515396
bing	431	overfitting	-2.3172073078515396
bing	432	overture	-2.3172073078515396
bing	482	relevance	-2.3172073078515396
bing	575	test set	-2.3172073078515396
bing	607	user interface	-2.3172073078515396
bing	646	wireless sensor network	-2.3172073078515396
bing	6	academic press	-2.4634479330318286
bing	30	argonne national laboratory	-2.4634479330318286
bing	31	artificial intelligence	-2.4634479330318286
bing	33	artificial neural network	-2.4634479330318286
bing	76	case western reserve university	-2.4634479330318286
bing	79	censorship	-2.4634479330318286
bing	90	cognitive science	-2.4634479330318286
bing	129	cryptography	-2.4634479330318286
